,TENURE,AGE,GENDER,NATIONALITY,STATE,STATUS_BEFORE,STATUS_AFTER,OFFER_TAKER,OFFER_TAKE_UP_DT,DATA_PURC_BEFORE,DATA_PURC_AFTER,DATA_CHRG_BEFORE,DATA_CHRG_AFTER,DATA_USG_BEFORE,DATA_USG_AFTER,VOICE_USG_BEFORE,VOICE_USG_AFTER,RLD_IND_BEFORE,RLD_IND_AFTER,RLD_AMT_BEFORE,RLD_AMT_AFTER,CPA_RVN_BEFORE,CPA_RVN_AFTER,ARPU_BEFORE,ARPU_AFTER,ACTVIITY_DAYS_AFTER,ACTIVITY_STATUS_AFTER,PLAN_ID,PLAN_TYPE
124,21,24,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.07072,5.991636,0.0,0.0,N,N,?,?,?,?,?,?,3,DURING & AFTER CAMP,1,Saver
125,59,29,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,27.98,?,4.877975,3.579728,0.0,0.0,Y,N,30.00,?,?,?,27.990000,?,11,DURING & AFTER CAMP,2,Premium
126,216,39,Female,Malaysia,MALACCA,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.985503,1.425295,0.0,1.1167,N,Y,?,30.00,?,?,2.000000,44.390000,1,BEFORE & AFTER CAMP,1,Saver
127,46,69,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.0,0.0,0.2833,0.0,N,N,?,?,?,?,?,?,19,DURING CAMP THEN REMAIN,1,Saver
128,43,26,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.006528,0.0,0.7833,0.0833,Y,N,10.00,?,?,?,1.800000,?,0,BEFORE & AFTER CAMP,1,Saver
129,23,30,Male,Malaysia,PERAK,Active,Active,N,?,N,Y,?,15.00,3.752496,7.800677,40.65,46.8167,Y,Y,5.00,30.00,?,?,0.710000,39.710000,0,DURING & AFTER CAMP,1,Saver
130,176,27,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,Y,15.00,10.00,0.0,1.149803,0.0,0.95,Y,Y,5.00,20.00,?,?,?,10.300000,7,DURING & AFTER CAMP,2,Premium
131,22,61,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.0,0.0,12.45,2.4833,Y,Y,15.00,10.00,?,?,8.200000,2.800000,4,BEFORE & AFTER CAMP,1,Saver
132,29,30,Female,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,1,BEFORE & AFTER CAMP,1,Saver
133,37,30,Male,Malaysia,N SEMBILAN,Active,Active,N,?,N,N,?,?,0.01664,0.859667,0.0,0.0,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP,2,Premium
134,27,54,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.082973,0.075099,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,1,Saver
135,71,24,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,27.98,?,0.095688,0.0,0.0,0.0,Y,N,10.00,?,?,?,27.980000,?,37,NO ACTIVITY SINCE SEP,2,Premium
136,19,45,Male,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.000261,0.0,0.0,0.0,N,N,?,?,?,?,?,?,13,BEFORE & AFTER CAMP,1,Saver
137,18,25,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,Y,15.00,14.99,28.391176,10.955425,1.2,0.0,Y,Y,25.00,10.00,?,?,21.810000,17.810000,0,DURING & AFTER CAMP,1,Saver
138,30,33,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,Y,27.98,27.99,3.914991,12.105611,0.0,2.3833,N,Y,?,30.00,?,?,3.000000,27.990000,0,BEFORE & AFTER CAMP,1,Saver
139,520,30,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,5.377552,0.0,20.5167,0.0,Y,N,45.00,?,?,?,17.700000,?,39,NO ACTIVITY SINCE SEP,2,Premium
140,71,24,Male,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,1.126166,0.0,0.0,0.0,Y,N,10.00,?,?,?,?,?,6,BEFORE & AFTER CAMP,1,Saver
141,84,32,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,2.702281,0.0,0.0,0.0,Y,N,5.00,?,?,?,?,?,39,NO ACTIVITY SINCE SEP,2,Premium
142,43,63,Female,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,Y,15.00,8.00,8.96681,32.612324,1.2333,0.15,Y,Y,30.00,25.00,21.19,?,28.090000,24.430000,0,DURING & AFTER CAMP,1,Saver
143,179,32,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,49.98,?,1.505584,0.0,1.7,0.0,Y,N,60.00,?,?,?,89.340000,?,34,NO ACTIVITY SINCE SEP,2,Premium
144,97,28,Female,Malaysia,TERENGGANU,Active,Active,N,?,Y,N,1.00,?,0.035711,0.0,0.0,0.0,N,Y,?,5.00,?,?,?,?,0,BEFORE & AFTER CAMP,2,Premium
145,21,41,Female,Malaysia,TERENGGANU,Active,Active,N,?,N,Y,?,15.00,0.0,11.893926,0.0,0.0,N,Y,?,30.00,?,?,?,15.000000,0,DURING & AFTER CAMP,2,Premium
146,46,31,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,1.748762,0.0,5.1166,0.0,Y,N,30.00,?,?,?,12.210000,2.000000,11,DURING & AFTER CAMP,1,Saver
147,51,29,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,Y,15.00,5.00,0.399968,9.896361,0.0,0.0,N,N,?,?,?,?,?,9.500000,12,BEFORE & AFTER CAMP,1,Saver
148,29,23,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,2,Premium
149,27,37,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,29.801469,0.0,0.0,0.0,Y,N,25.00,?,?,?,21.900000,?,36,NO ACTIVITY SINCE SEP,2,Premium
150,520,26,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,4e-06,0.0,0.0,0.0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,1,Saver
151,22,35,Male,Malaysia,JOHORE,Active,Active,N,?,N,N,?,?,8.914769,0.0,0.0,0.0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,2,Premium
152,520,0,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.116958,0.134888,0.0,0.0,N,N,?,?,?,?,?,?,15,DURING & AFTER CAMP,1,Saver
153,71,27,Male,Malaysia,PAHANG,Active,Active,N,?,N,N,?,?,0.0,1.4e-05,0.0,0.0,N,Y,?,10.00,5.00,5.00,6.000000,5.000000,0,DURING & AFTER CAMP,2,Premium
154,19,56,Female,Malaysia,PENANG,Active,Active,N,?,N,N,?,?,0.000377,0.000421,0.0,0.0,Y,Y,5.00,5.00,7.80,3.90,7.800000,3.900000,0,DURING & AFTER CAMP,1,Saver
155,146,55,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,8.0167,0.0,Y,N,20.00,?,?,?,16.920000,?,0,BEFORE & AFTER CAMP,1,Saver
156,68,57,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,8,DURING & AFTER CAMP,2,Premium
157,41,32,Female,Malaysia,SABAH,Active,Active,N,?,N,Y,?,4.00,0.859617,1.707591,0.6,0.1667,Y,Y,5.00,10.00,?,?,4.360000,4.600000,5,DURING & AFTER CAMP,2,Premium
158,26,36,Female,Malaysia,TERENGGANU,Active,Active,Y,10/5/2022,Y,N,29.99,?,7.62488,1.572863,7.6,0.0,Y,N,30.00,?,?,?,2.600000,?,0,DURING & AFTER CAMP,2,Premium
159,85,28,Female,Malaysia,SABAH,Active,Active,N,?,Y,N,3.00,?,0.531992,0.0,0.0,0.0,Y,N,10.00,?,?,?,6.000000,?,37,NO ACTIVITY SINCE SEP,1,Saver
160,29,24,Male,Malaysia,KLANG VALLEY,Active,Close,N,?,N,N,?,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,2,Premium
161,46,28,Male,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,5.00,?,?,?,12.000000,?,34,NO ACTIVITY SINCE SEP,2,Premium
162,52,35,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,39,NO ACTIVITY SINCE SEP,1,Saver
163,51,23,Female,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.690715,0.214417,0.0,0.0,N,N,?,?,?,?,1.500000,?,0,BEFORE & AFTER CAMP,1,Saver
164,23,22,Female,Malaysia,PERAK,Active,Active,N,?,Y,N,1.50,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,1,Saver
165,50,25,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,4e-06,0.0,0.0,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP,2,Premium
166,40,29,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,27.000000,?,34,NO ACTIVITY SINCE SEP,2,Premium
167,49,51,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.926123,2.559436,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,1,Saver
168,59,50,Male,Malaysia,PENANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,9,BEFORE & AFTER CAMP,1,Saver
169,102,28,Unspecified,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,2,Premium
170,20,26,Female,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.017339,0.0,14.4167,0.0,Y,N,5.00,?,?,?,4.800000,?,1,BEFORE & AFTER CAMP,1,Saver
171,18,45,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,2.83317,0.0,7.0,0.0,Y,N,10.00,?,?,?,4.700000,?,34,NO ACTIVITY SINCE SEP,2,Premium
172,70,62,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.017992,0.0,24.3167,0.0,Y,N,10.00,?,?,?,6.630000,?,35,NO ACTIVITY SINCE SEP,2,Premium
173,15,29,Male,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,2,Premium
174,25,28,Female,Malaysia,KLANG VALLEY,Active,Active,N,?,Y,N,49.99,?,0.009335,0.0,0.0,0.0,Y,N,10.00,?,?,?,49.990000,?,7,BEFORE & AFTER CAMP,1,Saver
175,19,39,Male,Malaysia,KELANTAN,Active,Active,Y,10/5/2022,Y,N,35.00,?,66.620421,0.0,0.0,0.0,N,N,?,?,?,?,35.000000,?,35,NO ACTIVITY SINCE SEP,1,Saver
176,20,71,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,2,Premium
177,45,35,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,N,N,?,?,0.0,0.0,0.0,0.2667,N,N,?,?,?,?,?,0.390000,1,BEFORE & AFTER CAMP,1,Saver
178,53,28,Male,Malaysia,MALACCA,Active,Active,Y,10/5/2022,Y,N,5.00,?,22.887751,0.0,0.0,0.0,Y,N,10.00,?,?,?,9.000000,?,33,NO ACTIVITY SINCE SEP,2,Premium
179,113,27,Male,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,10.00,?,12.90,?,12.900000,?,18,DURING CAMP THEN REMAIN,1,Saver
180,52,58,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,1,Saver
181,17,77,Male,Malaysia,MALACCA,Active,Active,N,?,N,N,?,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,1,Saver
182,19,35,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,3.543948,0.0,0.0,0.0,Y,N,5.00,?,?,?,1.500000,?,22,DURING CAMP THEN REMAIN,1,Saver
183,14,50,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,9.775335,0.0,2.9833,0.0,Y,N,65.00,?,?,?,42.100000,?,38,NO ACTIVITY SINCE SEP,2,Premium
184,36,34,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000576,0.0,0.0,0.0,N,N,?,?,?,?,?,?,34,NO ACTIVITY SINCE SEP,1,Saver
185,520,29,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,1.50,1.50,1.500000,13.500000,9,DURING & AFTER CAMP,2,Premium
186,176,30,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,N,Y,?,10.00,0.0,2.292047,0.0,17.05,Y,N,100.00,?,?,?,?,14.810000,0,BEFORE & AFTER CAMP,1,Saver
187,36,29,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,Y,6.00,3.00,0.516392,0.838229,0.0167,0.0,Y,N,30.00,?,?,?,7.700000,5.400000,2,BEFORE & AFTER CAMP,2,Premium
188,30,24,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,1e-06,0.0,0.0,0.0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,2,Premium
189,216,87,Male,Malaysia,PENANG,Active,Active,N,?,N,N,?,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,1,BEFORE & AFTER CAMP,1,Saver
190,32,46,Female,Malaysia,JOHORE,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.000215,0.015521,0.0,0.0,N,N,?,?,?,?,?,?,17,BEFORE & AFTER CAMP,1,Saver
191,109,25,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,Y,5.00,5.00,?,?,?,?,15,DURING & AFTER CAMP,2,Premium
192,63,25,Male,Malaysia,PENANG,Active,Active,N,?,Y,N,3.00,?,5.388676,0.0,5.4167,0.0,Y,N,10.00,?,?,?,6.000000,?,11,BEFORE & AFTER CAMP,2,Premium
193,33,24,Female,Malaysia,JOHORE,Active,Active,N,?,N,N,?,?,4.347903,0.0,0.0,0.0,N,Y,?,5.00,?,?,?,?,33,NO ACTIVITY SINCE SEP,2,Premium
194,94,26,Female,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,0.000671,0.0,0.0,0.0,N,N,?,?,?,?,?,?,5,BEFORE & AFTER CAMP,1,Saver
195,126,37,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,N,N,?,?,0.0,0.0,9.35,19.3667,N,N,?,?,?,?,2.240000,4.480000,1,DURING & AFTER CAMP,1,Saver
196,23,21,Male,Malaysia,TERENGGANU,Active,Active,N,?,N,N,?,?,0.0,0.0,0.0,0.0,N,Y,?,5.00,?,?,?,?,0,BEFORE & AFTER CAMP,2,Premium
197,183,29,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,6.000000,8.000000,1,BEFORE & AFTER CAMP,2,Premium
198,79,23,Male,Malaysia,PAHANG,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,1,Saver
199,142,50,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.0,0.0,0.0,0.0,Y,N,10.00,?,?,?,?,?,38,NO ACTIVITY SINCE SEP,1,Saver
200,28,23,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,2,BEFORE & AFTER CAMP,1,Saver
201,25,60,Male,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,12.00,?,?,?,?,?,37,NO ACTIVITY SINCE SEP,2,Premium
202,20,33,Female,Malaysia,SARAWAK,Active,Active,N,?,Y,N,5.00,?,1.715387,0.0,0.0,0.0,N,N,?,?,?,?,5.000000,?,36,NO ACTIVITY SINCE SEP,1,Saver
203,35,22,Female,Malaysia,KEDAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,6.031788,0.0,0.0,0.0,N,N,?,?,?,?,?,?,11,DURING & AFTER CAMP,1,Saver
204,84,62,Male,Malaysia,SARAWAK,Active,Active,Y,10/6/2022,Y,N,29.99,?,5.084647,0.0,7.6833,0.0,Y,N,50.00,?,?,?,2.600000,?,34,NO ACTIVITY SINCE SEP,1,Saver
205,20,34,Male,Malaysia,N SEMBILAN,Active,Active,N,?,Y,N,4.00,?,15.885453,0.0,2.15,0.0,Y,N,60.00,?,?,?,23.200000,?,36,NO ACTIVITY SINCE SEP,1,Saver
206,72,0,Male,Malaysia,KLANG VALLEY,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.6613,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,1,Saver
207,26,-9999,?,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,1.030031,1e-06,0.0,0.0,N,Y,?,5.00,?,?,?,0.800000,0,BEFORE & AFTER CAMP,2,Premium
208,23,29,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.543644,0.0,0.0,0.0,N,N,?,?,?,?,?,?,36,NO ACTIVITY SINCE SEP,2,Premium
209,152,24,Female,Malaysia,PERAK,Active,Active,Y,10/5/2022,N,N,?,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP,2,Premium
210,26,51,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.0,0.0,2.1667,0.0,Y,N,5.00,?,?,?,1.800000,?,38,NO ACTIVITY SINCE SEP,2,Premium
211,48,39,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.010997,0.0,0.0,0.1333,Y,N,10.00,?,?,?,4.000000,?,4,DURING & AFTER CAMP,2,Premium
212,57,30,Male,Malaysia,JOHORE,Active,Active,N,?,Y,Y,8.00,8.00,3.923683,1.066892,8.4167,0.0,Y,Y,10.00,10.00,?,?,10.470000,8.000000,2,BEFORE & AFTER CAMP,2,Premium
213,111,71,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,N,N,?,?,2.6e-05,8.7e-05,0.1333,6.0833,Y,N,30.00,?,?,?,0.260000,1.690000,0,DURING & AFTER CAMP,2,Premium
214,72,45,Female,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.097805,0.0,0.0,0.0,Y,N,5.00,?,?,?,?,?,4,DURING & AFTER CAMP,1,Saver
215,46,25,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,8.108966,7.8978,0.4,2.1333,Y,Y,10.00,20.00,11.80,16.40,12.100000,17.300000,1,BEFORE & AFTER CAMP,2,Premium
216,127,52,Female,Malaysia,SARAWAK,Active,Active,N,?,N,N,?,?,4.791217,0.0,0.0,0.0,N,N,?,?,?,?,3.000000,?,0,BEFORE & AFTER CAMP,2,Premium
217,21,40,Male,Malaysia,TERENGGANU,Active,Active,Y,10/6/2022,Y,N,15.00,?,27.137174,0.0,0.0,0.0,Y,N,40.00,?,?,?,18.800000,?,33,NO ACTIVITY SINCE SEP,2,Premium
218,24,24,Female,Malaysia,SABAH,Active,Active,N,?,N,N,?,?,0.013645,0.0,0.0,0.0,N,N,?,?,?,?,?,?,35,NO ACTIVITY SINCE SEP,2,Premium
219,28,28,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,3.786712,0.0,8.7833,0.0,N,N,?,?,?,?,2.470000,?,36,NO ACTIVITY SINCE SEP,2,Premium
220,44,44,Male,Malaysia,PAHANG,Active,Active,Y,10/6/2022,Y,Y,15.00,12.00,0.566979,0.816653,0.0,0.0,Y,Y,20.00,20.00,?,?,12.000000,19.000000,3,DURING & AFTER CAMP,1,Saver
221,131,57,Female,Malaysia,PENANG,Active,Active,Y,10/6/2022,Y,N,15.00,?,2.7e-05,3.9e-05,14.0334,14.3667,N,N,?,?,?,?,18.480000,5.480000,0,DURING & AFTER CAMP,1,Saver
222,147,30,Male,Malaysia,PERAK,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0,10.5333,N,Y,?,10.00,?,?,?,8.700000,0,BEFORE & AFTER CAMP,1,Saver
223,29,73,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.0,0.0,0.0,0.0,N,Y,?,15.00,?,?,?,?,8,BEFORE & AFTER CAMP,1,Saver
224,95,62,Male,Malaysia,SARAWAK,Active,Active,N,?,Y,Y,27.99,27.99,0.190408,0.242408,1.65,33.0667,Y,Y,30.00,60.00,?,?,1.600000,34.000000,0,BEFORE & AFTER CAMP,1,Saver
225,102,31,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.448384,0.046869,0.0,0.0,N,Y,?,10.00,?,?,?,0.800000,4,DURING & AFTER CAMP,2,Premium
226,119,31,Female,Malaysia,JOHORE,Active,Active,N,?,Y,Y,8.00,8.00,2.538801,8.277078,0.0,0.0,Y,Y,10.00,10.00,?,?,9.500000,10.500000,4,DURING & AFTER CAMP,1,Saver
227,37,61,Female,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.002992,0.0,0.0,0.0,Y,N,5.00,?,?,?,?,?,0,BEFORE & AFTER CAMP,2,Premium
228,41,25,Female,Malaysia,KEDAH,Active,Active,N,?,N,N,?,?,0.459622,0.0,0.0,0.0,N,N,?,?,11.90,?,?,?,33,NO ACTIVITY SINCE SEP,1,Saver
229,34,25,Female,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,0,DURING & AFTER CAMP,1,Saver
230,44,31,Male,Malaysia,SARAWAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.162082,0.0,0.0,0.0,N,N,?,?,?,?,?,?,33,NO ACTIVITY SINCE SEP,1,Saver
231,17,38,Male,Malaysia,KELANTAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.059699,0.85258,0.0,0.0,N,N,?,?,?,?,1.000000,?,2,BEFORE & AFTER CAMP,2,Premium
232,71,22,Female,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.068429,0.110513,0.0,0.0,N,N,?,?,?,?,?,?,1,DURING & AFTER CAMP,1,Saver
233,46,25,Male,Malaysia,PAHANG,Active,Active,N,?,Y,Y,3.00,1.50,4.423219,0.0,0.5667,0.0,Y,N,30.00,?,?,?,6.800000,2.500000,12,BEFORE & AFTER CAMP,2,Premium
234,92,23,Female,Malaysia,SABAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,Y,N,5.00,?,?,?,2.000000,?,1,DURING & AFTER CAMP,2,Premium
235,19,25,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.173895,0.0,0.0,0.0,Y,N,10.00,?,?,?,?,1.000000,5,DURING & AFTER CAMP,2,Premium
236,33,47,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.007321,0.312945,0.0,0.0,Y,N,10.00,?,?,?,?,?,0,BEFORE & AFTER CAMP,2,Premium
237,14,22,Male,Malaysia,TERENGGANU,Active,Active,N,?,N,N,?,?,0.007258,0.0,0.0,0.0,N,N,?,?,?,?,?,?,19,DURING CAMP THEN REMAIN,1,Saver
238,58,24,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.613225,0.0,0.0,0.0,N,N,?,?,?,?,?,?,20,DURING CAMP THEN REMAIN,1,Saver
239,104,26,Male,Malaysia,KEDAH,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.327038,0.0,0.0,0.0,Y,N,10.00,?,3.90,3.90,3.900000,3.900000,6,BEFORE & AFTER CAMP,2,Premium
240,222,84,Female,Malaysia,KLANG VALLEY,Active,Active,Y,10/6/2022,Y,N,27.99,?,0.025617,0.0,1.15,0.0,N,N,?,?,?,?,27.990000,?,39,NO ACTIVITY SINCE SEP,1,Saver
241,54,59,Male,Malaysia,N SEMBILAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,0.0,0.0,0.0167,0.0,Y,N,5.00,?,?,?,1.100000,?,37,NO ACTIVITY SINCE SEP,2,Premium
242,80,35,Male,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,8.423673,0.0,0.0,0.0,N,N,?,?,?,?,?,?,2,DURING & AFTER CAMP,2,Premium
243,24,46,Male,Malaysia,PAHANG,Active,Active,N,?,N,Y,?,15.00,0.0,1.156238,0.0,0.0,N,N,?,?,?,?,?,15.100000,0,DURING & AFTER CAMP,2,Premium
244,53,22,Unspecified,Malaysia,JOHOR,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,1,BEFORE & AFTER CAMP,2,Premium
245,34,22,Female,Malaysia,SABAH,Active,Active,N,?,Y,N,3.00,?,1.812633,0.0,1.0667,0.0,Y,N,15.00,?,?,?,12.200000,?,34,NO ACTIVITY SINCE SEP,2,Premium
246,48,31,Unspecified,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,Y,27.99,27.98,3.083397,7.886696,56.3167,88.9833,Y,Y,60.00,40.00,?,?,59.190000,39.680000,0,DURING & AFTER CAMP,1,Saver
247,15,24,Male,Malaysia,SABAH,Active,Active,Y,10/6/2022,Y,N,15.00,?,19.908054,10.867682,0.2,0.5,N,N,?,?,?,?,0.350000,0.100000,0,BEFORE & AFTER CAMP,2,Premium
248,44,73,Female,Malaysia,KLANG VALLEY,Active,Active,N,?,N,N,?,?,0.0,0.0,0.0,0.0,N,N,?,?,?,?,?,?,23,BEFORE CAMP THEN REMAIN,1,Saver
249,22,46,Female,Malaysia,KELANTAN,Active,Active,Y,10/6/2022,Y,N,15.00,?,5.091174,0.0,1.4333,0.0,Y,N,5.00,?,?,?,4.400000,?,20,DURING CAMP THEN REMAIN,1,Saver
250,64,26,Male,Malaysia,PERAK,Active,Active,Y,10/5/2022,Y,N,15.00,?,0.0,0.002072,0.0,0.0,Y,Y,150.00,140.00,?,?,40.000000,220.000000,0,DURING & AFTER CAMP,1,Saver
